學校代碼,登入次數,完成老師指派測驗卷數,自我測驗卷數,完成老師指派影片數,自我點播影片數,累積影片總時數,學生編號
084507,1,0,0,0,0,00:00:00,084507_s00522
084507,1,0,0,0,0,00:00:00,084507_s00523
084507,1,0,0,0,0,00:00:00,084507_s00524
084507,2,0,0,0,0,00:00:00,084507_s00525
084507,1,0,0,0,0,00:00:00,084507_s00526
084507,1,0,0,0,0,00:00:00,084507_s00527
084507,1,0,0,0,0,00:00:00,084507_s00528
084507,1,0,0,0,0,00:00:00,084507_s00529
084507,1,0,0,0,0,00:00:00,084507_s00530
084507,1,0,0,0,0,00:00:00,084507_s00531
084507,1,0,0,0,0,00:00:00,084507_s00532
084507,1,0,0,0,0,00:00:00,084507_s00533
084507,1,0,0,0,0,00:00:00,084507_s00534
084507,1,0,0,0,0,00:00:00,084507_s00535
084507,1,0,0,0,0,00:00:00,084507_s00536
084507,1,0,0,0,0,00:00:00,084507_s00537
084507,1,0,0,0,0,00:00:00,084507_s00538
084507,26,0,20,0,90,04:17:05,084507_s00539
084507,10,0,12,0,0,00:00:00,084507_s00540
084507,3,0,1,0,0,00:00:00,084507_s00541
084507,3,0,0,0,1,00:02:04,084507_s00542
084507,39,0,99,0,3,00:09:41,084507_s00543
084507,3,0,1,0,1,00:01:26,084507_s00544
084507,4,0,9,0,1,00:00:07,084507_s00545
084507,28,0,5,0,24,05:13:22,084507_s00546
084507,2,0,1,0,1,00:09:47,084507_s00547
084507,3,0,0,0,1,00:19:12,084507_s00548
084507,4,0,6,0,1,00:04:00,084507_s00549
084507,4,0,8,0,0,00:00:00,084507_s00550
084507,3,0,0,0,1,00:00:00,084507_s00551
084507,3,0,3,0,2,00:00:09,084507_s00552
084507,3,0,6,0,1,00:00:13,084507_s00553
084507,4,1,2,0,1,00:00:10,084507_s00554
084507,4,0,5,0,2,00:05:14,084507_s00555
084507,3,0,0,0,0,00:00:00,084507_s00556
084507,3,0,2,0,1,00:00:27,084507_s00557
084507,3,0,1,0,2,00:03:53,084507_s00558
084507,3,0,0,0,2,00:06:13,084507_s00559
084507,2,0,0,0,0,00:00:00,084507_s00560
084507,3,0,0,0,0,00:00:00,084507_s00561
084507,4,0,1,0,0,00:00:00,084507_s00562
084507,1,0,0,0,0,00:00:00,084507_s00563
084507,2,0,0,0,0,00:00:00,084507_s00564
084507,1,0,0,0,0,00:00:00,084507_s00565
084507,1,0,0,0,0,00:00:00,084507_s00566
084507,1,0,0,0,0,00:00:00,084507_s00567
084507,1,0,0,0,0,00:00:00,084507_s00568
084507,1,0,0,0,0,00:00:00,084507_s00569
084507,1,0,0,0,0,00:00:00,084507_s00570
084507,2,0,0,0,1,00:00:56,084507_s00571
084507,1,0,0,0,0,00:00:00,084507_s00572
084507,1,0,0,0,1,00:00:03,084507_s00573
084507,1,0,0,0,0,00:00:00,084507_s00574
084507,1,0,0,0,0,00:00:00,084507_s00575
084507,1,0,0,0,0,00:00:00,084507_s00576
084507,1,0,0,0,0,00:00:00,084507_s00577
084507,1,0,0,0,0,00:00:00,084507_s00578
084507,1,0,0,0,0,00:00:00,084507_s00579
084507,1,0,0,0,0,00:00:00,084507_s00580
084507,1,0,0,0,0,00:00:00,084507_s00581
084507,1,0,0,0,0,00:00:00,084507_s00582
084507,1,0,0,0,0,00:00:00,084507_s00583
084507,6,0,9,0,14,01:06:27,084507_s00584
084507,3,0,3,0,8,00:32:05,084507_s00585
084507,5,0,0,0,12,01:26:12,084507_s00586
084507,12,0,22,0,8,00:22:52,084507_s00587
084507,4,0,7,0,8,00:50:38,084507_s00588
084507,3,0,5,0,4,00:21:35,084507_s00589
084507,11,0,23,0,9,00:26:46,084507_s00590
084507,4,0,2,0,10,00:35:14,084507_s00591
084507,6,0,3,0,22,00:32:48,084507_s00592
084507,9,0,8,0,17,00:48:01,084507_s00593
084507,4,0,1,0,4,00:37:59,084507_s00594
084507,5,0,3,0,8,00:36:37,084507_s00595
084507,4,0,2,0,8,00:44:54,084507_s00596
084507,5,0,2,0,14,00:56:06,084507_s00597
084507,5,0,2,0,8,00:44:30,084507_s00598
084507,8,0,13,0,7,00:17:00,084507_s00599
084507,3,0,0,0,2,00:20:52,084507_s00600
084507,12,0,16,0,94,00:36:31,084507_s00601
084507,7,0,1,0,10,00:36:51,084507_s00602
084507,6,0,2,0,15,00:45:12,084507_s00603
084507,4,0,5,0,10,00:29:23,084507_s00604
084507,4,0,0,0,10,00:46:12,084507_s00605
084507,2,0,1,0,6,00:15:39,084507_s00606
084507,6,0,6,0,11,00:39:50,084507_s00607
084507,6,0,1,0,10,00:34:03,084507_s00608
084507,4,0,0,0,10,01:09:57,084507_s00609
084507,4,0,0,0,10,00:41:38,084507_s00610
084507,10,3,0,0,0,00:00:00,084507_s00611
084507,2,0,0,0,0,00:00:00,084507_s00612
084507,1,0,0,0,0,00:00:00,084507_s00613
084507,1,0,0,0,0,00:00:00,084507_s00614
084507,2,0,0,0,0,00:00:00,084507_s00615
084507,1,0,0,0,0,00:00:00,084507_s00616
084507,2,0,0,0,0,00:00:00,084507_s00617
084507,1,0,0,0,0,00:00:00,084507_s00618
084507,2,0,0,0,0,00:00:00,084507_s00619
084507,1,0,0,0,0,00:00:00,084507_s00620
084507,2,0,0,0,0,00:00:00,084507_s00621
084507,2,0,0,0,0,00:00:00,084507_s00622
084507,2,0,0,0,0,00:00:00,084507_s00623
084507,1,0,0,0,0,00:00:00,084507_s00624
084507,1,0,0,0,0,00:00:00,084507_s00625
084507,2,0,0,0,0,00:00:00,084507_s00626
084507,2,0,0,0,0,00:00:00,084507_s00627
084507,2,0,0,0,0,00:00:00,084507_s00628
084507,1,0,0,0,0,00:00:00,084507_s00629
084507,1,0,0,0,0,00:00:00,084507_s00630
084507,1,0,0,0,0,00:00:00,084507_s00631
084507,1,0,0,0,0,00:00:00,084507_s00632
084507,2,0,0,0,0,00:00:00,084507_s00633
084507,1,0,0,0,0,00:00:00,084507_s00634
084507,1,0,0,0,0,00:00:00,084507_s00635
084507,1,0,0,0,0,00:00:00,084507_s00636
084507,1,0,0,0,0,00:00:00,084507_s00637
084507,1,0,0,0,0,00:00:00,084507_s00638
084507,1,0,0,0,0,00:00:00,084507_s00639
084507,1,0,0,0,0,00:00:00,084507_s00640
084507,1,0,0,0,0,00:00:00,084507_s00641
084507,1,0,0,0,0,00:00:00,084507_s00642
084507,1,0,0,0,0,00:00:00,084507_s00643
084507,1,0,0,0,0,00:00:00,084507_s00644
084507,1,0,0,0,0,00:00:00,084507_s00645
084507,1,0,0,0,0,00:00:00,084507_s00646
084507,1,0,0,0,0,00:00:00,084507_s00647
084507,1,0,0,0,0,00:00:00,084507_s00648
084507,1,0,0,0,0,00:00:00,084507_s00649
084507,1,0,0,0,0,00:00:00,084507_s00650
084507,1,0,0,0,0,00:00:00,084507_s00651
084507,1,0,0,0,0,00:00:00,084507_s00652
084507,1,0,0,0,0,00:00:00,084507_s00653
084507,1,0,0,0,0,00:00:00,084507_s00654
084507,1,0,0,0,0,00:00:00,084507_s00655
084507,1,0,0,0,0,00:00:00,084507_s00656
084507,1,0,0,0,0,00:00:00,084507_s00657
084507,1,0,0,0,0,00:00:00,084507_s00658
084507,1,0,0,0,0,00:00:00,084507_s00659
084507,2,0,1,0,2,00:01:03,084507_s00660
084507,2,0,0,0,2,00:10:36,084507_s00661
084507,2,0,0,0,1,00:10:35,084507_s00662
084507,2,0,0,0,1,00:02:48,084507_s00663
084507,5,0,4,0,0,00:00:00,084507_s00664
084507,5,0,1,0,3,00:31:50,084507_s00665
084507,2,0,0,0,1,00:01:04,084507_s00666
084507,2,0,0,0,3,00:04:33,084507_s00667
084507,3,0,3,0,3,00:05:09,084507_s00668
084507,2,0,2,0,2,00:28:40,084507_s00669
084507,4,0,0,0,6,00:04:48,084507_s00670
084507,2,0,0,0,1,00:00:06,084507_s00671
084507,2,0,2,0,2,00:00:22,084507_s00672
084507,2,0,0,0,2,00:12:01,084507_s00673
084507,2,0,2,0,2,00:07:13,084507_s00674
084507,2,0,0,0,3,00:02:41,084507_s00675
084507,5,0,1,0,2,00:16:23,084507_s00676
084507,1,0,0,0,0,00:00:00,084507_s00677
084507,2,0,1,0,2,00:00:58,084507_s00678
084507,2,0,0,0,4,00:03:36,084507_s00679
084507,7,0,10,0,2,00:05:41,084507_s00680
084507,4,0,3,0,0,00:00:00,084507_s00681
084507,2,0,0,0,3,00:08:40,084507_s00682
084507,3,0,0,0,1,00:00:02,084507_s00683
084507,1,0,0,0,0,00:00:00,084507_s00684
084507,1,0,0,0,0,00:00:00,084507_s00685
084507,1,0,0,0,0,00:00:00,084507_s00686
084507,1,0,0,0,0,00:00:00,084507_s00687
084507,2,0,0,0,1,00:23:22,084507_s00688
084507,2,0,0,0,7,00:00:32,084507_s00689
084507,1,0,0,0,5,00:10:56,084507_s00690
084507,1,0,0,0,2,00:09:07,084507_s00691
084507,1,0,0,0,5,00:04:06,084507_s00692
084507,1,0,0,0,0,00:00:00,084507_s00693
084507,1,0,0,0,2,00:11:35,084507_s00694
084507,1,0,1,0,3,00:03:46,084507_s00695
084507,2,0,0,0,1,00:01:00,084507_s00696
084507,1,0,0,0,4,00:00:40,084507_s00697
084507,1,0,0,0,2,00:06:21,084507_s00698
084507,1,0,2,0,2,00:00:00,084507_s00699
084507,1,0,0,0,2,00:04:13,084507_s00700
084507,1,0,0,0,3,00:09:53,084507_s00701
084507,1,0,0,0,7,00:00:19,084507_s00702
084507,1,0,0,0,2,00:11:21,084507_s00703
084507,1,0,0,0,14,00:06:59,084507_s00704
084507,1,0,0,0,5,00:02:30,084507_s00705
084507,2,0,5,0,5,00:00:00,084507_s00706
084507,1,0,0,0,21,00:00:59,084507_s00707
084507,1,0,0,0,2,00:04:20,084507_s00708
084507,2,0,0,0,11,00:02:47,084507_s00709
084507,2,0,0,0,12,00:03:20,084507_s00710
084507,2,0,0,0,3,00:06:32,084507_s00711
084507,1,0,0,0,1,00:00:00,084507_s00712
084507,1,0,0,0,4,00:00:12,084507_s00713
084507,1,0,0,0,2,00:00:28,084507_s00714
084507,1,0,0,0,2,00:02:37,084507_s00715
084507,1,0,0,0,1,00:08:57,084507_s00716
084507,1,0,1,0,0,00:00:00,084507_s00717
084507,26,16,3,0,3,00:34:02,084507_s00718
084507,21,11,4,0,8,00:17:26,084507_s00719
084507,43,10,34,0,0,00:00:00,084507_s00720
084507,34,11,36,0,3,00:16:42,084507_s00721
084507,29,12,4,0,1,00:06:05,084507_s00722
084507,19,11,4,0,7,00:05:32,084507_s00723
084507,14,11,6,0,3,00:02:30,084507_s00724
084507,34,16,7,0,17,01:27:16,084507_s00725
084507,24,11,6,0,13,00:34:03,084507_s00726
084507,13,12,0,0,0,00:00:00,084507_s00727
084507,20,10,7,0,1,00:00:14,084507_s00728
084507,14,11,2,0,0,00:00:00,084507_s00729
084507,25,9,7,0,3,00:23:25,084507_s00730
084507,11,8,5,0,0,00:00:00,084507_s00731
084507,60,11,57,0,96,13:17:34,084507_s00732
084507,17,10,3,0,5,00:47:33,084507_s00733
084507,14,11,0,0,14,00:05:18,084507_s00734
084507,25,9,7,0,13,00:13:09,084507_s00735
084507,14,10,0,0,14,00:33:55,084507_s00736
084507,25,17,1,0,2,00:19:13,084507_s00737
084507,19,10,0,0,9,00:04:13,084507_s00738
084507,55,16,5,0,28,06:07:39,084507_s00739
084507,15,11,6,0,15,00:16:26,084507_s00740
084507,15,11,0,0,1,00:00:03,084507_s00741
084507,14,11,1,0,6,01:57:09,084507_s00742
084507,11,9,1,0,0,00:00:00,084507_s00743
084507,17,10,1,0,2,00:06:40,084507_s00744
084507,10,8,2,0,6,00:00:17,084507_s00745
084507,12,6,9,0,1,00:00:00,084507_s00746
084507,11,7,3,0,5,00:02:29,084507_s00747
084507,11,6,1,0,7,00:57:42,084507_s00748
084507,10,6,0,0,4,01:42:24,084507_s00749
084507,8,6,1,0,2,00:09:14,084507_s00750
084507,12,7,2,0,6,00:06:26,084507_s00751
084507,13,7,1,0,4,00:00:17,084507_s00752
084507,10,6,6,0,8,00:15:20,084507_s00753
084507,13,7,3,0,0,00:00:00,084507_s00754
084507,10,7,6,0,4,00:03:53,084507_s00755
084507,10,7,0,0,5,00:21:55,084507_s00756
084507,8,5,0,0,4,00:08:56,084507_s00757
084507,9,7,1,0,1,00:00:19,084507_s00758
084507,10,7,1,0,3,00:24:22,084507_s00759
084507,9,7,0,0,5,00:03:02,084507_s00760
084507,8,6,1,0,0,00:00:00,084507_s00761
084507,10,7,2,0,17,00:27:14,084507_s00762
084507,9,7,0,0,7,00:03:29,084507_s00763
084507,7,4,0,0,2,00:17:51,084507_s00764
084507,8,5,0,0,2,00:14:29,084507_s00765
084507,11,6,1,0,2,00:23:21,084507_s00766
084507,7,5,1,0,3,00:07:13,084507_s00767
084507,9,7,2,0,4,00:14:17,084507_s00768
084507,2,0,6,0,2,00:00:04,084507_s00769
084507,54,0,45,2,80,04:32:17,084507_s00770
084507,21,7,1,0,3,00:03:14,084507_s00771
084507,2,0,0,0,2,00:29:49,084507_s00772
084507,3,0,2,0,3,00:00:46,084507_s00773
084507,3,0,5,0,7,00:25:10,084507_s00774
084507,5,3,0,0,4,00:16:33,084507_s00775
084507,2,0,3,0,0,00:00:00,084507_s00776
084507,2,0,1,0,0,00:00:00,084507_s00777
084507,1,0,0,0,2,00:09:48,084507_s00778
084507,4,0,2,0,3,00:23:18,084507_s00779
084507,4,0,0,0,3,00:19:59,084507_s00780
084507,2,0,0,0,1,00:23:22,084507_s00781
084507,1,0,0,0,2,00:20:45,084507_s00782
084507,1,0,0,0,3,00:05:08,084507_s00783
084507,1,0,0,0,1,00:25:56,084507_s00784
084507,6,0,0,0,3,00:00:18,084507_s00785
084507,1,0,0,0,0,00:00:00,084507_s00786
084507,2,0,0,0,3,00:13:15,084507_s00787
084507,1,0,1,0,0,00:00:00,084507_s00788
084507,1,0,0,0,3,00:13:55,084507_s00789
084507,1,0,0,0,5,00:14:30,084507_s00790
084507,1,0,2,0,0,00:00:00,084507_s00791
084507,1,0,0,0,2,00:07:26,084507_s00792
084507,6,0,5,0,5,00:01:49,084507_s00793
084507,1,0,0,0,0,00:00:00,084507_s00794
084507,6,0,3,0,6,00:37:36,084507_s00795
084507,1,0,0,0,0,00:00:00,084507_s00796
084507,1,0,0,0,0,00:00:00,084507_s00797
084507,2,0,0,0,7,00:13:02,084507_s00798
084507,1,0,1,0,1,00:03:53,084507_s00799
084507,1,0,0,0,10,00:01:59,084507_s00800
084507,1,0,0,0,0,00:00:00,084507_s00801
084507,1,0,0,0,0,00:00:00,084507_s00802
084507,1,0,0,0,0,00:00:00,084507_s00803
084507,15,13,0,0,0,00:00:00,084507_s00804
084507,21,10,0,0,0,00:00:00,084507_s00805
084507,4,2,0,0,0,00:00:00,084507_s00806
084507,0,0,0,0,0,00:00:00,084507_s00807
084507,0,0,0,0,0,00:00:00,084507_s00808
084507,0,0,0,0,0,00:00:00,084507_s00809
084507,0,0,0,0,0,00:00:00,084507_s00810
084507,0,0,0,0,0,00:00:00,084507_s00811
084507,0,0,0,0,0,00:00:00,084507_s00812
084507,0,0,0,0,0,00:00:00,084507_s00813
084507,0,0,0,0,0,00:00:00,084507_s00814
084507,0,0,0,0,0,00:00:00,084507_s00815
084507,0,0,0,0,0,00:00:00,084507_s00816
084507,0,0,0,0,0,00:00:00,084507_s00817
084507,0,0,0,0,0,00:00:00,084507_s00818
084507,0,0,0,0,0,00:00:00,084507_s00819
084507,0,0,0,0,0,00:00:00,084507_s00820
084507,0,0,0,0,0,00:00:00,084507_s00821
084507,0,0,0,0,0,00:00:00,084507_s00822
084507,0,0,0,0,0,00:00:00,084507_s00823
084507,0,0,0,0,0,00:00:00,084507_s00824
084507,0,0,0,0,0,00:00:00,084507_s00825
084507,0,0,0,0,0,00:00:00,084507_s00826
084507,0,0,0,0,0,00:00:00,084507_s00827
084507,0,0,0,0,0,00:00:00,084507_s00828
084507,0,0,0,0,0,00:00:00,084507_s00829
084507,0,0,0,0,0,00:00:00,084507_s00830
084507,0,0,0,0,0,00:00:00,084507_s00831
084507,0,0,0,0,0,00:00:00,084507_s00832
084507,0,0,0,0,0,00:00:00,084507_s00833
084507,0,0,0,0,0,00:00:00,084507_s00834
084507,0,0,0,0,0,00:00:00,084507_s00835
084507,0,0,0,0,0,00:00:00,084507_s00836
084507,0,0,0,0,0,00:00:00,084507_s00837
084507,0,0,0,0,0,00:00:00,084507_s00838
084507,0,0,0,0,0,00:00:00,084507_s00839
084507,0,0,0,0,0,00:00:00,084507_s00840
084507,0,0,0,0,0,00:00:00,084507_s00841
084507,0,0,0,0,0,00:00:00,084507_s00842
084507,0,0,0,0,0,00:00:00,084507_s00843
084507,0,0,0,0,0,00:00:00,084507_s00844
084507,0,0,0,0,0,00:00:00,084507_s00845
084507,0,0,0,0,0,00:00:00,084507_s00846
084507,0,0,0,0,0,00:00:00,084507_s00847
084507,0,0,0,0,0,00:00:00,084507_s00848
084507,0,0,0,0,0,00:00:00,084507_s00849
084507,0,0,0,0,0,00:00:00,084507_s00850
084507,0,0,0,0,0,00:00:00,084507_s00851
084507,0,0,0,0,0,00:00:00,084507_s00852
084507,0,0,0,0,0,00:00:00,084507_s00853
